tradingsymbol,name,expiry,lot_size,instrument_token,timestamp,last_trade_time,bid,ask,last,change,high,low,close,buyers,sellers,volume,oi,last_quantity,buy_quantity,sell_quantity,upper_circuit,lower_circuit,atp,oi_day_high,oi_day_low
BOSCHLTD25DECFUT,BOSCHLTD,2025-12-30,25,12707586,2025-12-30 10:16:54.410729,2025-12-30 10:15:57,35580.0,35605.0,35575.0,0,35720.0,35325.0,35605.0,5,5,8650,29325,25,5275,4975,39165.0,32045.0,35531.17,29450,28350
BPCL25DECFUT,BPCL,2025-12-30,1975,12708866,2025-12-30 10:16:54.410729,2025-12-30 10:16:40,371.35,371.5,371.4,0,371.8,369.65,371.3,5,5,734700,7971100,1975,519425,424625,408.4,334.2,370.49,8233775,7971100
BRITANNIA25DECFUT,BRITANNIA,2025-12-30,125,12709634,2025-12-30 10:16:54.410729,2025-12-30 10:15:37,6032.0,6035.5,6029.0,0,6035.0,6000.5,6033.5,5,5,20625,204625,125,31000,23750,6636.5,5430.5,6021.5,204625,198375
BSE25DECFUT,BSE,2025-12-30,375,12710402,2025-12-30 10:16:54.410729,2025-12-30 10:16:56,2607.1,2607.7,2607.2,0,2628.6,2601.5,2628.0,5,5,663375,2551125,375,103875,177375,2890.8,2365.2,2614.22,2604375,2546250
CAMS25DECFUT,CAMS,2025-12-30,750,12710658,2025-12-30 10:16:54.410729,2025-12-30 10:16:26,734.6,735.0,734.6,0,739.2,733.0,739.7,5,5,717000,2259750,750,162000,166500,813.6,665.8,735.01,2302500,2177250
CANBK25DECFUT,CANBK,2025-12-30,6750,12710914,2025-12-30 10:16:54.410729,2025-12-30 10:16:55,152.16,152.2,152.2,0,152.39,148.91,150.74,5,5,10455750,22295250,6750,3267000,1167750,165.81,135.67,150.26,23267250,22011750
CDSL25DECFUT,CDSL,2025-12-30,475,12712194,2025-12-30 10:16:54.410729,2025-12-30 10:16:46,1444.2,1444.7,1444.3,0,1463.4,1440.6,1463.4,5,5,776625,2599675,475,100700,198075,1609.7,1317.1,1447.97,2968275,2599675
CGPOWER25DECFUT,CGPOWER,2025-12-30,850,12713218,2025-12-30 10:16:54.410729,2025-12-30 10:16:33,647.05,647.4,647.25,0,648.0,643.45,647.85,5,5,528700,3097400,850,192950,256700,712.6,583.1,645.5,3140750,3096550
CHOLAFIN25DECFUT,CHOLAFIN,2025-12-30,625,12713474,2025-12-30 10:16:54.410729,2025-12-30 10:16:29,1695.4,1696.7,1696.5,0,1706.8,1690.0,1699.6,5,5,750625,4446250,625,185625,117500,1869.5,1529.7,1693.03,4463750,4251875
CIPLA25DECFUT,CIPLA,2025-12-30,375,12713730,2025-12-30 10:16:54.410729,2025-12-30 10:16:11,1485.2,1486.3,1486.7,0,1493.6,1482.0,1491.6,5,5,360750,2413875,375,86625,139125,1640.7,1342.5,1485.66,2413875,2335875
COALINDIA25DECFUT,COALINDIA,2025-12-30,1350,12713986,2025-12-30 10:16:54.410729,2025-12-30 10:15:55,399.7,399.8,399.9,0,400.4,397.65,400.4,5,5,1846800,12584700,1350,403650,309150,440.4,360.4,399.21,12584700,12459150
COFORGE25DECFUT,COFORGE,2025-12-30,375,12716290,2025-12-30 10:16:54.410729,2025-12-30 10:16:41,1664.7,1665.5,1664.7,0,1677.7,1663.0,1685.7,5,5,524250,2631750,375,97875,162375,1854.2,1517.2,1669.67,2749875,2631750
COLPAL25DECFUT,COLPAL,2025-12-30,225,12716546,2025-12-30 10:16:54.410729,2025-12-30 10:16:31,2062.0,2062.7,2062.0,0,2077.0,2059.3,2075.4,5,5,275625,1362600,225,48825,77850,2282.9,1867.9,2063.73,1475775,1362600
CONCOR25DECFUT,CONCOR,2025-12-30,1250,12716802,2025-12-30 10:16:54.410729,2025-12-30 10:16:39,521.65,521.85,521.85,0,521.75,516.7,519.2,5,5,1875000,9388750,1250,298750,547500,571.1,467.3,519.72,9395000,9375000
CROMPTON25DECFUT,CROMPTON,2025-12-30,1800,12717058,2025-12-30 10:16:54.410729,2025-12-30 10:16:33,253.7,253.85,253.75,0,254.8,252.7,255.3,5,5,3076200,9145800,1800,333000,630000,280.8,229.8,253.44,9221400,8956800
CUMMINSIND25DECFUT,CUMMINSIND,2025-12-30,200,12718082,2025-12-30 10:16:54.410729,2025-12-30 10:15:01,4375.5,4378.0,4376.1,0,4439.9,4367.7,4402.0,5,5,103800,264400,200,45800,30400,4842.2,3961.8,4379.52,288200,264400
CYIENT25DECFUT,CYIENT,2025-12-30,425,12719874,2025-12-30 10:16:54.410729,2025-12-30 10:16:40,1092.9,1095.0,1093.8,0,1109.9,1090.0,1103.8,5,5,203150,1030625,425,48875,120700,1214.1,993.5,1097.36,1039125,1028925
DABUR25DECFUT,DABUR,2025-12-30,1250,12720130,2025-12-30 10:16:54.410729,2025-12-30 10:16:45,490.25,490.55,490.5,0,490.5,487.1,489.4,5,5,825000,3860000,1250,276250,348750,538.3,440.5,488.84,3886250,3837500
DALBHARAT25DECFUT,DALBHARAT,2025-12-30,325,12720898,2025-12-30 10:16:54.410729,2025-12-30 10:12:20,2134.1,2136.4,2137.4,0,2147.4,2128.0,2155.9,5,5,47775,338325,325,69225,55250,2371.4,1940.4,2135.39,346450,337675
DELHIVERY25DECFUT,DELHIVERY,2025-12-30,2075,12721154,2025-12-30 10:16:54.410729,2025-12-30 10:16:48,406.1,406.25,406.25,0,406.25,404.0,405.4,5,5,711725,3909300,2075,473100,456500,445.9,364.9,405.31,3952875,3909300
DIVISLAB25DECFUT,DIVISLAB,2025-12-30,100,12721410,2025-12-30 10:16:54.410729,2025-12-30 10:16:39,6370.5,6375.0,6370.5,0,6399.0,6341.5,6379.5,5,5,53200,301900,100,23600,28200,7017.0,5742.0,6365.12,312400,301700
DIXON25DECFUT,DIXON,2025-12-30,50,12722178,2025-12-30 10:16:54.410729,2025-12-30 10:16:54,11869.0,11874.0,11869.0,0,12006.0,11743.0,11848.0,5,5,342950,783700,50,19100,36650,13032.0,10664.0,11868.38,799950,783700
DLF25DECFUT,DLF,2025-12-30,825,12722946,2025-12-30 10:16:54.410729,2025-12-30 10:16:27,686.2,686.4,686.35,0,686.6,682.2,687.65,5,5,2536875,12453375,825,305250,558525,756.4,618.9,685.07,12784200,12453375
DMART25DECFUT,DMART,2025-12-30,150,12723202,2025-12-30 10:16:54.410729,2025-12-30 10:16:39,3807.0,3808.5,3808.5,0,3818.9,3791.0,3788.7,5,5,182850,992250,150,32100,44100,4167.5,3409.9,3802.01,1046700,992250
DRREDDY25DECFUT,DRREDDY,2025-12-30,625,12724994,2025-12-30 10:16:54.410729,2025-12-30 10:16:29,1271.2,1272.1,1271.9,0,1274.7,1267.6,1268.6,5,5,277500,1385625,625,155625,123125,1395.4,1141.8,1271.41,1437500,1383750
EICHERMOT25DECFUT,EICHERMOT,2025-12-30,175,12726018,2025-12-30 10:16:54.410729,2025-12-30 10:15:20,7266.5,7268.5,7266.0,0,7277.5,7192.0,7255.0,5,5,170625,642600,175,57050,30450,7980.5,6529.5,7241.72,677950,642600
ETERNAL25DECFUT,ETERNAL,2025-12-30,2425,12726274,2025-12-30 10:16:54.410729,2025-12-30 10:16:35,277.75,277.8,277.7,0,281.1,276.65,282.25,5,5,12462075,44629700,2425,662025,1530175,310.45,254.05,278.35,45221400,44450250
EXIDEIND25DECFUT,EXIDEIND,2025-12-30,1800,12726530,2025-12-30 10:16:54.410729,2025-12-30 10:16:28,360.6,360.8,360.65,0,360.95,359.25,361.85,5,5,1746000,8458200,1800,403200,1146600,398.0,325.7,360.16,8611200,8458200
FEDERALBNK25DECFUT,FEDERALBNK,2025-12-30,5000,12726786,2025-12-30 10:16:54.410729,2025-12-30 10:16:17,264.3,264.45,264.45,0,264.4,262.1,262.75,5,5,3585000,11885000,5000,1675000,875000,289.0,236.5,263.07,12420000,11885000
FORTIS25DECFUT,FORTIS,2025-12-30,775,12729090,2025-12-30 10:16:54.410729,2025-12-30 10:16:09,884.7,885.0,885.0,0,886.75,876.3,884.1,5,5,495225,2266875,775,200725,205375,972.5,795.7,881.15,2307950,2266875
GAIL25DECFUT,GAIL,2025-12-30,3150,12729346,2025-12-30 10:16:54.410729,2025-12-30 10:16:16,170.64,170.68,170.66,0,170.82,169.32,170.56,5,5,4306050,23168250,3150,743400,1575000,187.62,153.5,170.48,23502150,23168250
GLENMARK25DECFUT,GLENMARK,2025-12-30,375,12729602,2025-12-30 10:16:54.410729,2025-12-30 10:16:23,2004.1,2005.5,2005.5,0,2010.8,1998.0,2008.3,5,5,507375,2169000,375,86250,121875,2209.1,1807.5,2003.33,2202000,2164500
GMRAIRPORT25DECFUT,GMRAIRPORT,2025-12-30,6975,12729858,2025-12-30 10:16:54.410729,2025-12-30 10:15:58,101.79,101.87,101.71,0,102.01,101.17,102.09,5,5,6423975,35293500,6975,1785600,2692350,112.3,91.88,101.46,35293500,34491375
GODREJCP25DECFUT,GODREJCP,2025-12-30,500,12730370,2025-12-30 10:16:54.410729,2025-12-30 10:16:07,1205.4,1205.5,1205.5,0,1205.5,1200.0,1205.0,5,5,146000,854000,500,113000,80500,1325.5,1084.5,1202.49,866500,854000
GODREJPROP25DECFUT,GODREJPROP,2025-12-30,275,12730626,2025-12-30 10:16:54.410729,2025-12-30 10:16:55,1984.0,1984.9,1984.8,0,1989.4,1980.3,1996.4,5,5,498025,2035275,275,62700,103950,2196.0,1796.8,1983.88,2043525,2035275
GRASIM25DECFUT,GRASIM,2025-12-30,250,12730882,2025-12-30 10:16:54.410729,2025-12-30 10:16:16,2844.8,2845.0,2845.0,0,2852.8,2838.3,2838.8,5,5,496750,2613000,250,65500,78750,3122.6,2555.0,2844.75,2640000,2613000
HAL25DECFUT,HAL,2025-12-30,150,12733698,2025-12-30 10:16:54.410729,2025-12-30 10:16:39,4361.1,4361.9,4361.6,0,4378.6,4262.2,4372.0,5,5,559050,3501900,150,49500,112050,4809.2,3934.8,4356.71,3512400,3501900
HAVELLS25DECFUT,HAVELLS,2025-12-30,500,12733954,2025-12-30 10:16:54.410729,2025-12-30 10:16:39,1408.6,1409.3,1408.5,0,1414.9,1404.3,1414.6,5,5,383000,1708500,500,101500,131500,1556.0,1273.2,1407.5,1708500,1615500
HCLTECH25DECFUT,HCLTECH,2025-12-30,350,12734210,2025-12-30 10:16:54.410729,2025-12-30 10:16:12,1629.8,1630.4,1630.4,0,1633.0,1622.3,1631.4,5,5,409150,3388700,350,123200,77350,1794.5,1468.3,1627.28,3388700,3335150
HDFCAMC25DECFUT,HDFCAMC,2025-12-30,300,12734466,2025-12-30 10:16:54.410729,2025-12-30 10:16:40,2632.4,2633.0,2633.0,0,2654.5,2629.4,2649.2,5,5,153600,1079100,300,69300,69000,2914.1,2384.3,2639.67,1082700,1071300
HDFCBANK25DECFUT,HDFCBANK,2025-12-30,550,12738306,2025-12-30 10:16:54.410729,2025-12-30 10:16:53,987.8,987.9,987.9,0,994.7,986.4,990.7,5,5,6075850,33373450,1650,281050,389950,1089.7,891.7,988.41,34759450,32486850
HDFCLIFE25DECFUT,HDFCLIFE,2025-12-30,1100,12738562,2025-12-30 10:16:54.410729,2025-12-30 10:16:33,744.9,745.2,744.95,0,750.2,744.05,746.75,5,5,1007600,3495800,1100,238700,264000,821.4,672.1,745.96,3495800,3392400
HEROMOTOCO25DECFUT,HEROMOTOCO,2025-12-30,150,12741890,2025-12-30 10:16:54.410729,2025-12-30 10:16:56,5672.0,5676.0,5674.5,0,5684.5,5569.0,5572.5,5,5,240150,795150,150,55200,54450,6129.5,5015.5,5639.73,796200,784800
HFCL25DECFUT,HFCL,2025-12-30,6450,12742658,2025-12-30 10:16:54.410729,2025-12-30 10:16:42,64.19,64.27,64.22,0,66.44,63.73,64.92,5,5,12629100,60713850,6450,1186800,6862800,71.41,58.43,64.67,61416900,60688050
HINDALCO25DECFUT,HINDALCO,2025-12-30,700,12749570,2025-12-30 10:16:54.410729,2025-12-30 10:16:41,873.65,874.0,873.8,0,874.25,862.4,862.65,5,5,2002000,8632400,700,338800,259000,948.9,776.4,869.75,8740200,8594600
HINDPETRO25DECFUT,HINDPETRO,2025-12-30,2025,12749826,2025-12-30 10:16:54.410729,2025-12-30 10:16:26,475.95,476.25,476.15,0,476.35,473.7,474.65,5,5,1160325,5530275,2025,459675,413100,522.1,427.2,474.97,5611275,5530275
HINDUNILVR25DECFUT,HINDUNILVR,2025-12-30,300,12750082,2025-12-30 10:16:54.410729,2025-12-30 10:16:17,2292.0,2292.3,2292.0,0,2292.0,2281.0,2292.2,5,5,222000,1197000,300,87000,82500,2521.4,2063.0,2286.25,1220400,1197000
HINDZINC25DECFUT,HINDZINC,2025-12-30,1225,12751106,2025-12-30 10:16:54.410729,2025-12-30 10:16:48,623.7,624.0,623.95,0,625.15,614.0,619.0,5,5,2496550,7809375,1225,570850,383425,680.9,557.1,620.72,7809375,7613375
HUDCO25DECFUT,HUDCO,2025-12-30,2775,12751362,2025-12-30 10:16:54.410729,2025-12-30 10:16:05,225.82,225.94,225.93,0,228.9,225.07,226.78,5,5,2608500,8319450,2775,510600,871350,249.46,204.1,226.25,8424900,8294475
ICICIBANK25DECFUT,ICICIBANK,2025-12-30,700,12751874,2025-12-30 10:16:54.410729,2025-12-30 10:16:26,1343.0,1343.3,1343.6,0,1345.4,1340.6,1343.9,5,5,4187400,22050700,700,270200,413000,1478.2,1209.6,1343.23,22821400,22050700
ICICIGI25DECFUT,ICICIGI,2025-12-30,325,12752130,2025-12-30 10:16:54.410729,2025-12-30 10:15:29,1935.1,1935.5,1935.2,0,1944.2,1930.1,1937.7,5,5,196625,774150,325,67275,62075,2131.4,1744.0,1933.53,774150,769275
ICICIPRULI25DECFUT,ICICIPRULI,2025-12-30,925,12752386,2025-12-30 10:16:54.410729,2025-12-30 10:15:02,651.6,652.4,652.2,0,653.1,648.9,650.25,5,5,234025,1572500,925,210900,185000,715.25,585.25,651.99,1579900,1568800
IDEA25DECFUT,IDEA,2025-12-30,71475,12753154,2025-12-30 10:16:54.410729,2025-12-30 10:15:59,11.98,11.99,11.99,0,12.03,11.93,11.97,5,5,353086500,1447726125,71475,25230675,55821975,13.17,10.77,11.96,1453872975,1437290775
IDFCFIRSTB25DECFUT,IDFCFIRSTB,2025-12-30,9275,12754434,2025-12-30 10:16:54.410729,2025-12-30 10:16:28,84.41,84.45,84.41,0,84.46,83.5,84.61,5,5,15582000,59582600,9275,2476425,3153500,93.07,76.15,83.95,60834725,59332175
IEX25DECFUT,IEX,2025-12-30,3750,12755202,2025-12-30 10:16:54.410729,2025-12-30 10:15:44,132.67,132.77,133.01,0,133.53,132.32,133.61,5,5,2700000,13533750,3750,791250,768750,146.97,120.25,132.71,13668750,13466250
IIFL25DECFUT,IIFL,2025-12-30,1650,12755458,2025-12-30 10:16:54.410729,2025-12-30 10:12:07,593.2,593.55,593.65,0,594.3,590.25,593.15,5,5,495000,1866150,1650,369600,254100,652.45,533.85,592.13,1882650,1852950
INDHOTEL25DECFUT,INDHOTEL,2025-12-30,1000,12755714,2025-12-30 10:16:54.410729,2025-12-30 10:16:17,731.15,731.65,731.75,0,741.0,729.15,740.85,5,5,707000,4022000,1000,214000,330000,814.9,666.8,732.25,4022000,3938000
INDIANB25DECFUT,INDIANB,2025-12-30,1000,12755970,2025-12-30 10:16:54.410729,2025-12-30 10:16:10,790.65,791.05,791.35,0,791.0,778.8,785.2,5,5,398000,2592000,1000,280000,235000,863.7,706.7,785.06,2648000,2592000
INDIGO25DECFUT,INDIGO,2025-12-30,150,12756226,2025-12-30 10:16:54.410729,2025-12-30 10:16:26,5022.5,5025.0,5022.5,0,5072.0,5010.0,5080.5,5,5,546600,3556950,150,63450,91650,5588.5,4572.5,5034.33,3649350,3554700
INDUSINDBK25DECFUT,INDUSINDBK,2025-12-30,700,12756482,2025-12-30 10:16:54.410729,2025-12-30 10:16:14,838.95,839.25,839.45,0,841.35,833.6,838.0,5,5,2282700,7803600,700,273000,370300,921.8,754.2,839.18,7803600,7646800
INDUSTOWER25DECFUT,INDUSTOWER,2025-12-30,1700,12758274,2025-12-30 10:16:54.410729,2025-12-30 10:16:18,422.15,422.4,422.4,0,422.4,419.35,420.85,5,5,2352800,10055500,1700,632400,462400,462.9,378.8,420.66,10058900,9989200
INFY25DECFUT,INFY,2025-12-30,400,12759042,2025-12-30 10:16:54.410729,2025-12-30 10:16:26,1636.6,1637.0,1636.6,0,1642.5,1636.0,1646.8,5,5,1140400,15948800,400,186800,212800,1811.4,1482.2,1638.04,16072400,15909600
INOXWIND25DECFUT,INOXWIND,2025-12-30,3272,12761346,2025-12-30 10:16:54.410729,2025-12-30 10:16:52,123.26,123.3,123.3,0,125.0,122.99,124.62,5,5,4695320,21048776,3272,971784,1498576,137.08,112.16,123.83,21389064,21042232
IOC25DECFUT,IOC,2025-12-30,4875,12761602,2025-12-30 10:16:54.410729,2025-12-30 10:16:06,162.26,162.33,162.27,0,162.35,161.67,162.11,5,5,2934750,14381250,4875,1111500,1394250,178.32,145.9,162.0,14425125,14278875
IRCTC25DECFUT,IRCTC,2025-12-30,875,12761858,2025-12-30 10:16:54.410729,2025-12-30 10:16:28,685.2,685.4,685.3,0,697.8,656.2,699.5,5,5,1203125,2764125,875,278250,344750,769.45,629.55,687.11,3080875,2764125
IREDA25DECFUT,IREDA,2025-12-30,3450,12762114,2025-12-30 10:16:54.410729,2025-12-30 10:16:27,136.85,136.95,136.94,0,138.53,136.72,138.63,5,5,2397750,6748200,3450,610650,948750,152.49,124.77,137.36,7783200,6748200
IRFC25DECFUT,IRFC,2025-12-30,4250,12762370,2025-12-30 10:16:54.410729,2025-12-30 10:16:51,124.4,124.46,124.44,0,126.54,124.05,126.07,5,5,3238500,7174000,4250,828750,1028500,138.68,113.46,124.72,7356750,7101750
